,Countries,Total Cases,Todays Cases,Total Deaths
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
